"SITE_ID","YEAR","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"CAD150","1991.0","01/01/1991 09:00:00","12/31/1991 08:00:00","2.034","3.928","0.382","1.369","1.729","1.197","","","","",""
"PAR107","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","1.34","2.109","0.479","0.589","1.059","0.701","0.364","0.069","0.034","0.084","0.05"
"WEL149","1995.0","01/03/1995 09:00:00","01/02/1996 08:00:00","2.721","2.967","0.692","1.384","2.054","1.06","","","","",""
"MEV405","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","0.855","0.8","0.237","0.839","1.072","0.287","0.214","0.053","0.023","0.025",""
"VPI120","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","3.322","2.059","0.449","0.896","1.331","0.733","0.158","0.092","0.032","0.052","0.044"
"GRS420","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","1.728","2.601","0.292","1.46","1.73","0.814","0.195","0.088","0.037","0.064","0.018"
"ABT147","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","4.342","2.972","0.89","1.954","2.813","1.037","","","","",""
"CDR119","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.401","1.099","0.298","0.401","0.693","0.421","0.112","0.051","0.021","0.072","0.043"
"LAV410","1996.0","01/02/1996 09:00:00","12/31/1996 08:00:00","0.196","0.442","0.192","0.493","0.677","0.167","","","","",""
"SHN418","1996.0","01/02/1996 09:00:00","12/31/1996 08:00:00","5.917","4.488","0.395","2.549","2.904","1.229","","","","",""
"EVE419","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","0.634","2.205","1.052","0.338","1.384","0.253","0.318","1.621","0.224","0.138","2.005"
"UVL124","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","1.689","1.695","1.249","0.875","2.11","0.866","0.285","0.063","0.053","0.059","0.062"
"SND152","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","1.174","2.088","0.886","0.832","1.705","0.856","0.242","0.138","0.041","0.092","0.059"
"CDR119","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","5.831","5.428","0.245","1.306","1.53","1.619","0.192","0.057","0.03","0.073","0.035"
"HOW132","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.406","0.915","0.16","0.237","0.393","0.32","0.046","0.101","0.018","0.052","0.08"
"ANA115","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"DIN431","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"LAV410","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.16","0.371","0.119","0.232","0.348","0.138","0.054","0.047","0.013","0.023","0.02"
"STK138","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.694","0.993","1.523","0.709","2.22","0.591","0.737","0.061","0.174","0.076","0.074"
"PAL190","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","0.943","1.486","1.063","0.742","1.786","0.553","0.886","0.135","0.093","0.129","0.054"
"EVE419","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.614","2.215","1.092","0.363","1.448","0.372","0.289","1.463","0.202","0.132","1.8"
"SEK430","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.961","1.194","1.43","1.559","2.965","0.68","0.249","0.17","0.055","0.098","0.037"
"SEK402","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","0.933","1.152","1.115","1.443","2.535","0.616","0.161","0.133","0.038","0.072","0.036"
"GAS253","1989.0","01/03/1989 09:00:00","01/02/1990 08:00:00","","","","","","","","","","",""
"CTH110","1994.0","01/04/1994 09:00:00","01/03/1995 08:00:00","10.574","4.631","0.582","2.598","3.128","1.322","","","","",""
"CKT136","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","3.956","3.068","0.489","1.542","2.007","1.045","0.231","0.071","0.036","0.077","0.032"
"CAD150","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","1.304","3.533","0.468","1.318","1.765","1.147","0.17","0.22","0.043","0.089",""
"DEV412","1998.0","12/30/1997 09:00:00","12/29/1998 08:00:00","0.379","0.899","0.328","1.503","1.807","0.287","","","","",""
"PNF126","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","2.415","3.862","0.216","1.184","1.381","1.068","0.131","0.067","0.028","0.047","0.031"
"LAV410","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.268","0.377","0.164","0.257","0.417","0.15","0.059","0.067","0.016","0.029","0.024"
"ACA416","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","2.123","2.335","0.486","1.095","1.563","0.627","0.075","0.367","0.048","0.049",""
"CTH110","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","1.24","1.413","0.716","0.722","1.426","0.623","0.167","0.101","0.031","0.046","0.079"
"BWR139","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","6.552","3.986","1.296","1.922","3.187","1.451","0.156","0.372","0.063","0.068","0.138"
"DUK008","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.459","1.041","0.46","0.872","1.318","0.347","0.109","0.231","0.042","0.069","0.135"
"ALH157","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","7.662","4.098","2.436","2.056","4.46","1.8","","","","",""
"RTP101","1988.0","12/29/1987 09:00:00","01/03/1989 08:00:00","","","","","","","","","","",""
"LRL117","1989.0","01/03/1989 09:00:00","01/02/1990 08:00:00","22.753","6.882","0.462","2.472","2.895","1.826","0.179","0.097","0.039","",""
"MKG113","1995.0","01/03/1995 09:00:00","01/02/1996 08:00:00","","","","","","","","","","",""
"SHN418","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","2.17","2.375","0.49","1.013","1.487","0.901","0.177","0.046","0.028","0.055","0.03"
"NIC001","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.31","0.747","0.263","0.296","0.554","0.287","0.087","0.044","0.015","0.042","0.03"
"LRL117","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","4.038","3.176","0.516","1.152","1.65","1.113","0.202","0.069","0.029","0.077","0.037"
"SAL133","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","","","","","","","","","","",""
"ABT147","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.381","0.759","0.688","0.587","1.266","0.314","0.088","0.271","0.04","0.062","0.21"
"FOR605","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.263","0.453","0.198","0.462","0.653","0.183","0.197","0.037","0.028","0.038","0.017"
"DEN417","1998.0","12/30/1997 09:00:00","12/29/1998 08:00:00","","","","","","","","","","",""
"MCK131","1993.0","12/29/1992 09:00:00","01/04/1994 08:00:00","11.64","6.451","0.986","2.831","3.781","2.182","","","","",""
"PNF126","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","1.834","3.004","0.251","1.064","1.298","0.935","0.124","0.083","0.028","0.051","0.035"
"ALH157","1995.0","01/03/1995 09:00:00","01/02/1996 08:00:00","7.455","4.978","2.706","2.383","5.06","2.251","","","","",""
"WST109","1996.0","01/02/1996 09:00:00","12/31/1996 08:00:00","1.321","2.001","0.2","0.744","0.932","0.621","","","","",""
"THR422","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","1.227","1.075","0.501","0.669","1.174","0.423","0.224","0.065","0.039","0.04",""
"MOR409","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","0.196","0.601","0.125","0.229","0.351","0.166","0.027","0.098","0.016","0.04","0.059"
"STK138","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.444","0.933","1.985","0.512","2.489","0.761","0.465","0.067","0.123","0.063","0.081"
"CNT169","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.142","0.285","0.137","0.226","0.359","0.119","0.093","0.024","0.015","0.026","0.013"
"CAD150","1990.0","01/02/1990 09:00:00","01/01/1991 08:00:00","2.013","3.96","0.368","1.377","1.723","1.178","","","","",""
"ROM206","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.177","0.428","0.168","0.323","0.486","0.173","0.106","0.025","0.014","0.022","0.013"
"JOT403","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","0.612","1.123","1.306","2.884","4.145","0.507","0.342","0.228","0.059","0.072",""
"PNF126","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.21","0.81","0.254","0.436","0.683","0.316","0.087","0.069","0.021","0.047","0.035"
"EVE419","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.432","1.591","1.052","0.247","1.295","0.22","0.283","1.648","0.215","0.126","2.321"
"QAK172","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"CHE185","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.693","1.518","0.787","0.697","1.473","0.546","0.368","0.144","0.044","0.082","0.077"
"GTH161","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","0.16","0.557","0.14","0.238","0.374","0.207","0.103","0.029","0.016","0.022",""
"ACA416","1998.0","12/30/1997 09:00:00","12/29/1998 08:00:00","","","","","","","","","","",""
"MKG113","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","7.94","4.08","0.907","1.786","2.665","1.46","0.255","0.122","0.038","0.08","0.065"
"BFT142","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.59","1.18","0.825","0.339","1.159","0.291","0.144","0.932","0.121","0.082","1.119"
"YOS404","1996.0","01/02/1996 09:00:00","12/31/1996 08:00:00","0.402","0.705","0.399","0.984","1.367","0.281","","","","",""
"ROM406","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.241","0.494","0.233","0.384","0.611","0.203","0.112","0.026","0.016","0.026","0.015"
"ESP127","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","1.236","2.654","0.409","0.905","1.299","0.899","0.183","0.135","0.034","0.075","0.058"
"OXF122","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","8.196","4.091","1.391","1.846","3.207","1.545","0.331","0.078","0.069","0.087","0.061"
"KEF112","1996.0","01/02/1996 09:00:00","12/31/1996 08:00:00","","","","","","","","","","",""
"MCK231","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.554","1.246","0.986","0.809","1.782","0.623","0.225","0.079","0.037","0.079","0.042"
"PED108","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","1.882","2.749","0.318","1.014","1.316","0.952","0.117","0.12","0.031","0.077","0.05"
"STK138","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","1.683","1.988","2.732","0.756","3.476","1.345","0.592","0.077","0.16","0.088","0.101"
"DCP114","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","3.87","3.198","1.9","1.496","3.373","1.544","0.308","0.104","0.066","0.097","0.073"
"SAL133","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","1.977","2.285","2.093","1.298","3.37","1.294","0.401","0.075","0.088","0.078","0.072"
"GRC474","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","0.356","0.669","0.251","0.777","1.015","0.226","","","","",""
"UVL124","1996.0","01/02/1996 09:00:00","12/31/1996 08:00:00","","","","","","","","","","",""
"MKG113","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","11.307","4.389","1.202","2.217","3.384","1.662","0.234","0.133","0.039","0.076",""
"GRB411","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"PIN414","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","0.362","1.181","0.928","0.912","1.825","0.216","0.15","0.602","0.1","0.081","0.401"
"LAV410","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","0.24","0.516","0.173","0.331","0.498","0.215","0.073","0.076","0.016","0.039","0.021"
"PAR107","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.368","0.97","0.337","0.425","0.756","0.327","0.28","0.047","0.03","0.074","0.044"
"EVE419","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","1.059","2.645","1.267","0.515","1.774","0.455","0.562","1.198","0.166","0.119",""
"PSU106","1998.0","12/30/1997 09:00:00","12/29/1998 08:00:00","11.171","4.992","1.303","2.131","3.4","1.958","","","","",""
"CHA467","1991.0","01/01/1991 09:00:00","12/31/1991 08:00:00","1.745","1.17","0.24","0.456","0.689","0.38","","","","",""
"LAV410","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","0.22","0.414","0.148","0.417","0.558","0.155","0.044","0.047","0.013","0.023",""
"CDZ171","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","6.623","4.921","1.289","2.533","3.781","1.867","0.313","0.129","0.043","0.082",""
"BFT142","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","2.16","3.317","1.154","0.769","1.911","0.702","0.408","1.214","0.166","0.113","1.178"
"KEF112","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.795","1.12","0.541","0.559","1.092","0.469","0.148","0.059","0.03","0.047","0.042"
"PBF129","1987.0","01/01/1987 00:00:00","12/29/1987 08:00:00","","","","","","","","","","",""
"CAN407","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"ABT147","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","4.417","2.847","0.991","1.736","2.699","1.085","0.091","0.278","0.037","0.052",""
"MCK231","1996.0","01/02/1996 09:00:00","12/31/1996 08:00:00","","","","","","","","","","",""
"PAR107","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","1.092","2.312","0.39","0.622","1.003","0.729","0.393","0.049","0.035","0.084","0.042"
"GLR468","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","0.537","0.577","0.139","0.25","0.385","0.205","","","","",""
"BAS601","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","1.713","0.676","0.582","0.353","0.929","0.394","0.136","0.03","0.019","0.041","0.015"
"ALH157","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","4.035","3.425","1.988","1.381","3.347","1.491","0.542","0.091","0.067","0.079","0.069"
"VIN140","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","2.388","2.047","1.403","0.961","2.349","0.882","0.786","0.107","0.068","0.079","0.077"
"CND125","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","1.185","2.63","0.593","0.963","1.541","0.94","0.115","0.236","0.047","0.088","0.11"
"WSP144","1989.0","01/03/1989 09:00:00","01/02/1990 08:00:00","15.535","6.429","1.524","3.197","4.706","2.347","","","","",""
"GRS420","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","4.608","4.385","0.278","2.436","2.675","1.229","0.157","0.117","0.033","0.059",""
"MCK131","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","6.077","4.559","1.092","1.959","3.021","1.723","0.325","0.121","0.051","0.074","0.05"
"ARE128","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","4.92","3.005","1.211","1.399","2.588","1.297","0.203","0.134","0.038","0.072","0.065"
"MCK131","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","","","","","","","","","","",""
"ARE128","1996.0","01/02/1996 09:00:00","12/31/1996 08:00:00","11.155","4.874","1.772","3.057","4.752","2.026","","","","",""
"OXF122","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","11.121","4.709","1.89","2.88","4.724","1.874","","","","",""
"UND002","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.25","0.626","0.453","0.335","0.783","0.289","0.107","0.086","0.022","0.036","0.063"
"HWF187","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.522","1.104","0.278","0.295","0.569","0.427","0.057","0.073","0.015","0.034","0.052"
"VPI120","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"WEL149","1989.0","01/03/1989 09:00:00","01/02/1990 08:00:00","5.175","4.41","0.934","1.809","2.69","1.614","","","","0.15",""
"GTH161","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.107","0.318","0.12","0.184","0.3","0.13","0.121","0.025","0.019","0.035","0.014"
"MCK231","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","1.736","2.4","0.975","1.026","1.985","1.03","0.222","0.085","0.035","0.07","0.038"
"ALH157","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","1.623","2.155","1.961","0.852","2.8","1.094","0.534","0.106","0.064","0.078","0.079"
"LRL117","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","5.546","3.255","0.454","0.924","1.364","1.101","0.163","0.072","0.024","0.069","0.04"
"MCK131","1991.0","01/01/1991 09:00:00","12/31/1991 08:00:00","10.901","6.418","1.002","2.638","3.603","2.149","","","","",""
"PED108","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","5.641","4.857","0.397","1.945","2.312","1.621","0.109","0.144","0.031","0.095",""
"CNT169","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","0.359","0.596","0.175","0.415","0.584","0.228","0.102","0.036","0.015","0.019",""
"ABT147","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.8","1.124","0.737","0.807","1.531","0.425","0.096","0.305","0.044","0.059","0.225"
"PSU106","1987.0","01/01/1987 00:00:00","12/29/1987 08:00:00","14.116","7.42","1.493","2.759","4.208","","","","","",""
"RED004","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","","","","","","","","","","",""
"CTH110","1997.0","12/31/1996 09:00:00","12/30/1997 08:00:00","7.43","3.731","0.687","2.215","2.867","1.261","","","","",""
"BBE401","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.633","1.683","0.369","0.503","0.864","0.518","0.454","0.129","0.036","0.059","0.025"
"BAS601","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","1.056","0.576","0.486","0.332","0.813","0.288","0.141","0.049","0.019","0.034","0.02"
"VPI120","1991.0","01/01/1991 09:00:00","12/31/1991 08:00:00","7.942","6.083","0.677","2.404","3.042","1.564","","","","",""
"DEV412","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","0.352","0.897","0.381","1.27","1.631","0.306","0.328","0.169","0.051","0.059",""
"PED108","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","3.241","3.59","0.376","1.278","1.634","1.161","0.101","0.156","0.033","0.068","0.059"
"ALH157","1990.0","01/02/1990 09:00:00","01/01/1991 08:00:00","12.503","5.728","2.387","2.233","4.585","2.387","","","","",""
"YEL408","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.68","0.371","0.13","0.148","0.275","0.155","0.084","0.02","0.014","0.029","0.015"
"HWF187","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","1.457","2.203","0.203","0.634","0.827","0.695","0.061","0.058","0.015","0.035","0.044"
"PAR107","1996.0","01/02/1996 09:00:00","12/31/1996 08:00:00","7.331","5.438","0.567","1.659","2.199","1.436","","","","",""
"CAD150","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"THR422","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","1.042","1.115","0.56","0.492","1.044","0.455","0.235","0.058","0.041","0.042","0.03"
"BVL130","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","2.008","2.31","1.909","1.072","2.963","1.149","0.52","0.083","0.104","0.068","0.078"
"SAV164","1993.0","12/29/1992 09:00:00","01/04/1994 08:00:00","","","","","","","","","","",""
"COW137","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","0.962","2.906","0.156","0.612","0.759","0.901","0.084","0.088","0.023","0.064","0.04"
"ALH157","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","1.092","1.495","1.342","0.88","2.209","0.733","0.468","0.088","0.055","0.074","0.066"
"CND125","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.751","1.994","0.498","0.861","1.345","0.704","0.113","0.202","0.042","0.088","0.094"
"CON186","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","0.388","0.965","1.263","2.206","3.434","0.432","0.253","0.187","0.055","0.056","0.027"
"WEL149","1990.0","01/02/1990 09:00:00","01/01/1991 08:00:00","5.02","3.719","1.053","1.554","2.582","1.326","","","","",""
"VPI120","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","7.723","4.912","0.579","2.629","3.166","1.433","0.256","0.09","0.041","0.062",""
"DEN417","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","0.365","0.329","0.062","0.083","0.144","0.117","0.026","0.031","0.008","0.016",""
"VOY413","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","0.936","1.298","0.674","0.553","1.218","0.512","","","","",""
"BWR139","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","5.618","3.816","1.137","1.618","2.729","1.32","0.145","0.444","0.072","0.078","0.216"
"SUM156","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.279","1.064","0.444","0.275","0.715","0.222","0.119","0.516","0.073","0.078","0.485"
"EGB181","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","1.33","1.342","1.353","0.696","2.038","0.687","0.4","0.142","0.062","0.052","0.157"
